sample	ng	vaf	molecules	duplex	duplex_pct	variants_called	tp	fp	fn	tn	sensitivity	precision	specificity	fpr	fdr	fnr	f1	snv_tp	snv_fp	snv_fn	snv_sensitivity	snv_precision	snv_specificity	snv_fpr	indel_tp	indel_fp	indel_fn	indel_sensitivity	indel_precision	indel_specificity	indel_fpr	ml_tp	ml_fp	ml_fn	ml_sensitivity	ml_precision	ml_f1	ml_snv_tp	ml_snv_fp	ml_snv_fn	ml_snv_sensitivity	ml_indel_tp	ml_indel_fp	ml_indel_fn	ml_indel_sensitivity	t_assemble_ms	t_index_ms	t_pathfind_ms	t_call_ms	t_output_ms	rss_assemble_mb	rss_index_mb	rss_pathfind_mb	rss_call_mb	rss_output_mb	cpu_assemble_pct	cpu_index_pct	cpu_pathfind_pct	cpu_call_pct	cpu_output_pct	peak_rss_mb	wall_time_s	exit_code
Sample_30ng_VAF_0p1pc	30ng	0.1	403760	28549	7.071	31	31	0	344	0	0.0827	1.0	0.0	0.0	0.0	0.9173	0.1527	28	3	177	0.1366	0.9032	0.0	1.0	3	28	167	0.0176	0.0968	0.0	1.0	31	0	344	0.0827	1.0	0.1527	28	3	177	0.1366	3	28	167	0.0176	38961	6512	422	17	0	2549.3	2085.6	2085.6	0.0	2096.5	109.7	109.7	99.8	0.0	109.7	2549.3	46.5	0
Sample_30ng_VAF_0p25pc	30ng	0.25	362468	21751	6.001	107	107	0	268	0	0.2853	1.0	0.0	0.0	0.0	0.7147	0.444	78	29	127	0.3805	0.729	0.0	1.0	29	78	141	0.1706	0.271	0.0	1.0	107	0	268	0.2853	1.0	0.444	78	29	127	0.3805	29	78	141	0.1706	38408	5689	417	17	0	2482.1	2007.7	2007.7	0.0	2018.6	109.7	109.7	99.8	0.0	109.7	2482.1	45.1	0
Sample_30ng_VAF_0p5pc	30ng	0.5	416693	31667	7.6	186	186	0	189	0	0.496	1.0	0.0	0.0	0.0	0.504	0.6631	134	52	71	0.6537	0.7204	0.0	1.0	52	134	118	0.3059	0.2796	0.0	1.0	186	0	189	0.496	1.0	0.6631	134	52	71	0.6537	52	134	118	0.3059	38486	6980	505	19	0	2632.6	2117.1	2117.1	0.0	2128.1	109.8	109.7	99.8	0.0	109.7	2632.6	46.6	0
Sample_30ng_VAF_0pc	30ng	0.0	390130	26407	6.769	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38765	6465	421	17	0	2525.7	2062.5	2062.5	0.0	2073.3	109.8	109.7	99.8	0.0	109.7	2525.7	46.3	0
Sample_30ng_VAF_1pc	30ng	1.0	395457	25611	6.476	221	221	0	154	0	0.5893	1.0	0.0	0.0	0.0	0.4107	0.7416	160	61	45	0.7805	0.724	0.0	1.0	61	160	109	0.3588	0.276	0.0	1.0	221	0	154	0.5893	1.0	0.7416	160	61	45	0.7805	61	160	109	0.3588	39145	6256	457	20	0	2549.6	2070.0	2070.0	0.0	2080.9	109.8	109.7	99.8	0.0	99.8	2549.6	46.5	0
Sample_30ng_VAF_2pc	30ng	2.0	397961	26204	6.585	228	228	0	147	0	0.608	1.0	0.0	0.0	0.0	0.392	0.7562	163	65	42	0.7951	0.7149	0.0	1.0	65	163	105	0.3824	0.2851	0.0	1.0	228	0	147	0.608	1.0	0.7562	163	65	42	0.7951	65	163	105	0.3824	38808	6499	445	20	0	2560.3	2075.0	2075.0	0.0	2086.1	109.8	109.7	99.8	0.0	99.8	2560.3	46.3	0
Sample_5ng_VAF_0p001pc	5ng	0.001	631467	32063	5.078	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41304	6236	244	16	0	2948.8	2403.4	2403.4	0.0	2414.4	109.7	109.7	99.8	0.0	109.7	2948.8	48.5	0
Sample_5ng_VAF_0p01pc	5ng	0.01	683493	31500	4.609	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43653	6562	245	16	0	2981.7	2480.1	2480.1	0.0	2491.1	109.8	109.7	99.8	0.0	99.8	2981.7	51.2	0
Sample_5ng_VAF_0p1pc	5ng	0.1	637616	33244	5.214	3	3	0	372	0	0.008	1.0	0.0	0.0	0.0	0.992	0.0159	3	0	202	0.0146	1.0	0.0	0.0	0	3	170	0.0	0.0	0.0	1.0	3	0	372	0.008	1.0	0.0159	3	0	202	0.0146	0	3	170	0.0	42291	6255	254	16	0	2969.7	2421.3	2421.3	0.0	2432.4	109.8	109.7	99.8	0.0	99.8	2969.7	49.5	0
Sample_5ng_VAF_0p25pc	5ng	0.25	626286	37270	5.951	28	28	0	347	0	0.0747	1.0	0.0	0.0	0.0	0.9253	0.139	19	9	186	0.0927	0.6786	0.0	1.0	9	19	161	0.0529	0.3214	0.0	1.0	28	0	347	0.0747	1.0	0.139	19	9	186	0.0927	9	19	161	0.0529	42459	6368	255	16	0	2905.4	2409.1	2409.1	0.0	2420.0	109.8	109.7	99.8	0.0	109.7	2905.4	49.8	0
Sample_5ng_VAF_0p5pc	5ng	0.5	643832	32136	4.991	70	70	0	305	0	0.1867	1.0	0.0	0.0	0.0	0.8133	0.3146	51	19	154	0.2488	0.7286	0.0	1.0	19	51	151	0.1118	0.2714	0.0	1.0	70	0	305	0.1867	1.0	0.3146	51	19	154	0.2488	19	51	151	0.1118	41581	6275	249	17	0	2921.2	2423.4	2423.4	0.0	2434.4	109.7	109.7	99.7	0.0	99.8	2921.2	48.8	0
Sample_5ng_VAF_0pc	5ng	0.0	645861	22273	3.449	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42992	5876	216	16	0	2954.7	2406.3	2406.3	0.0	2417.1	109.8	109.7	99.8	0.0	109.7	2954.7	49.8	0
Sample_5ng_VAF_1pc	5ng	1.0	609701	33081	5.426	150	150	0	225	0	0.4	1.0	0.0	0.0	0.0	0.6	0.5714	110	40	95	0.5366	0.7333	0.0	1.0	40	110	130	0.2353	0.2667	0.0	1.0	150	0	225	0.4	1.0	0.5714	110	40	95	0.5366	40	110	130	0.2353	40797	5933	263	17	0	2917.8	2375.7	2375.7	0.0	2386.7	109.7	109.7	99.7	0.0	99.8	2917.8	47.7	0
Sample_5ng_VAF_2pc	5ng	2.0	625985	29643	4.735	202	202	0	173	0	0.5387	1.0	0.0	0.0	0.0	0.4613	0.7002	147	55	58	0.7171	0.7277	0.0	1.0	55	147	115	0.3235	0.2723	0.0	1.0	202	0	173	0.5387	1.0	0.7002	147	55	58	0.7171	55	147	115	0.3235	41601	5998	242	18	0	2939.1	2393.9	2393.9	0.0	2405.0	109.8	109.7	99.8	0.0	99.8	2939.1	48.5	0
